@timestamp,event_id,cell_id,enodeb_id,network.radio.rsrp_dbm,network.radio.rsrq_db,network.radio.sinr_db,network.cell.prb_utilization_dl_pct,network.cell.prb_utilization_ul_pct,network.rrc.connection_success_rate,network.handover.success_rate,network.procedure.attach_success_rate,network.voice.call_drop_rate,network.data.session_drop_rate,network.imsi_count,vendor,region,technology
2025-10-11 10:18:01.340002,EVT-0000000001,CELL-000018,ENB-00115,-117.47200933226347,-6.08132907875897,15.788206739930231,88.40104940115597,77.63389036732657,98.82145414725662,96.28159608467178,97.52140786446674,0.8985737240646103,3.4563619558287666,1372,Ericsson,Southwest,LTE-A
2025-10-11 10:33:01.340002,EVT-0000000002,CELL-000104,ENB-00137,-79.47366118262796,-15.327174658968465,20.68348089659925,77.89358885073928,17.647196416205436,92.37300869263088,92.4008831030674,97.02264980841912,1.8593018479735233,2.1887777917403297,687,Samsung,North Central,5G NR
2025-10-11 10:48:01.340002,EVT-0000000003,CELL-000010,ENB-00073,-75.68640014613264,-15.049196673382534,19.412721354235124,49.24972510815398,77.63220572311589,99.3640013795107,96.27752161387909,96.46975459883076,1.2406438296154938,0.5252267480036956,272,Nokia,North Central,5G NR
2025-10-11 11:03:01.340002,EVT-0000000004,CELL-000083,ENB-00093,-97.26687305188827,-18.68561732248229,9.570676369750482,45.85496709968061,36.803815650254975,95.57573040896523,90.76485287905476,94.2925113806619,4.800243530265406,1.0729332446511723,556,Nokia,Northeast,5G NR
2025-10-11 11:18:01.340002,EVT-0000000005,CELL-000052,ENB-00086,-110.91487417844013,-17.916920364385707,1.7605188968347218,43.432113687349194,28.537966434706444,98.94756315854659,90.62656252200043,93.81007614894504,4.663551256501013,3.837282122784364,57,Samsung,Southwest,5G NR
2025-10-11 11:33:01.340002,EVT-0000000006,CELL-000133,ENB-00130,-108.31467545992507,-15.237771792493156,21.975305009968594,42.64262873432808,28.30647399823107,98.19079537969641,94.76744411128495,94.20551460289157,2.2874702230514106,1.5407366007940886,411,Samsung,Northwest,LTE
2025-10-11 11:48:01.340002,EVT-0000000007,CELL-000013,ENB-00010,-105.07314146754454,-15.185329219010104,3.0244120364647764,23.192092001438528,84.60892242351845,99.50811438847177,91.45118167573585,94.22883160703772,1.8923927502544169,4.078115791999119,666,Nokia,Great Lakes,LTE-A
2025-10-11 12:03:01.340002,EVT-0000000008,CELL-000054,ENB-00045,-91.44670029512432,-7.956323352403643,21.816241525141386,66.41501943512526,48.88248600924137,98.77502129796474,98.49761392426988,97.01578431872909,1.011242177273491,1.7501721319672296,317,Nokia,Atlantic,5G NR
2025-10-11 12:18:01.340002,EVT-0000000009,CELL-000001,ENB-00030,-74.47241119996742,-17.05550769378832,9.993928579893428,45.530199737235264,55.278565010871404,92.28422558968897,91.8910722658828,95.5825578613932,3.3424636956770457,3.225125332748987,1353,Samsung,North Central,5G NR
2025-10-11 12:33:01.340002,EVT-0000000010,CELL-000115,ENB-00016,-89.54913554175067,-17.593716669477153,1.18619593826649,88.34804050534748,79.6755954502994,95.8107480652121,94.2010446228929,93.41724155856527,0.59874850112599,2.510434660573736,979,Samsung,Atlantic,LTE
2025-10-11 12:48:01.340002,EVT-0000000011,CELL-000048,ENB-00046,-98.49966475455457,-14.08846058211849,14.399759334924497,78.98374445511972,77.58387378880407,97.58845215330878,96.64934573490974,95.82128215399807,2.672366470846332,3.7314117490678593,896,Samsung,South Central,5G NR
2025-10-11 13:03:01.340002,EVT-0000000012,CELL-000071,ENB-00135,-78.19080160685323,-10.233274974873076,0.7531619883818208,80.98572709448186,79.36832756639991,95.73751022180608,95.46803448138576,94.23214686810577,4.9392175978712425,2.76145248659077,1276,Nokia,Atlantic,5G NR
2025-10-11 13:18:01.340002,EVT-0000000013,CELL-000019,ENB-00058,-104.17938921988657,-8.817293903551347,21.23468874402992,53.709332263598796,15.133699637367654,97.76781798126495,90.48230246329854,93.76622431977204,0.2892000355443552,1.4429755381428873,1933,Samsung,North Central,LTE-A
2025-10-11 13:33:01.340002,EVT-0000000014,CELL-000067,ENB-00017,-93.25881070038334,-5.503021651671563,11.095080910677094,57.68978638495595,46.73277621612231,99.34697529927995,99.12502667834967,96.23004191475832,4.336609681437209,2.9461581108615866,1258,Nokia,Southeast,LTE
2025-10-11 13:48:01.340002,EVT-0000000015,CELL-000036,ENB-00109,-82.11002116507686,-19.16535319469062,7.961060818018646,54.23828403296473,67.22155477232738,97.32805768059238,98.69391715425797,93.2896318788108,2.523332584275684,3.723033294568962,1348,Samsung,Central,5G NR
2025-10-11 14:03:01.340002,EVT-0000000016,CELL-000081,ENB-00084,-101.79981923954716,-13.121132343749643,-1.0143349654965528,81.2885156087868,43.46451152991063,99.15900463271902,98.94827559809215,97.31609081265759,2.0798949463573284,0.7673754212794767,350,Nokia,South Central,5G NR
2025-10-11 14:18:01.340002,EVT-0000000017,CELL-000057,ENB-00040,-85.23837751631699,-6.754499266605418,-1.2315579952636468,63.071345595858766,78.1618198799684,97.47223819955875,90.63391984227712,96.36816828379217,4.110640192568243,0.8337860778400491,1841,Nokia,Mid-Atlantic,5G NR
2025-10-11 14:33:01.340002,EVT-0000000018,CELL-000104,ENB-00063,-96.63486352931528,-6.1797399926996395,1.7206014793875224,20.773380775439314,50.42837095793247,98.25999234825893,97.26841717438042,97.17222275976442,2.3534958183271937,2.666017767892252,805,Samsung,Southwest,LTE
2025-10-11 14:48:01.340002,EVT-0000000019,CELL-000051,ENB-00077,-111.9227404803554,-9.53664880649653,1.1065764611999118,36.788565690174764,17.36789166676136,99.80601897341494,95.8465563942101,93.94507600825608,3.5684858220984954,2.191864406239495,908,Ericsson,Northwest,5G NR
2025-10-11 15:03:01.340002,EVT-0000000020,CELL-000067,ENB-00147,-70.32107386060108,-15.490849669744733,2.306214639859687,32.8406085403668,84.89292354723257,99.41292697252501,92.91393728770038,99.64385957046512,2.3746511247633246,2.5651727215739806,1496,Samsung,South Central,LTE
